CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2021-10-28 13:21:17.0164256,C:\Windows\prefetch\LS.EXE-48F31240.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\LS.EXE-48F31240.pf,2569,13918E4161708BC80B8616F9187DB87D09763AB5,False,2021-05-22 09:23:05.1797982,2021-05-22 09:23:12.5076149,2021-10-28 13:02:41.3564386,00:00:00
2021-10-28 13:21:17.0476968,C:\Windows\prefetch\MAKECAB.EXE-21F14B27.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MAKECAB.EXE-21F14B27.pf,8834,BECD7B5BFE2BC38CF3AAD773CF10F2FE3239349D,False,2021-05-22 09:46:34.9372642,2021-05-22 09:46:34.9372642,2021-10-28 13:02:41.3564386,00:00:00.0153947
2021-10-28 13:21:17.0635610,C:\Windows\prefetch\MAP_SETUP.EXE-1A04ABB5.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MAP_SETUP.EXE-1A04ABB5.pf,5721,8C3164845F326DF69E9113CCF67E50F10E9517B4,False,2021-05-22 09:26:42.4760225,2021-05-22 09:26:42.4760225,2021-10-28 13:02:41.3564386,00:00:00
2021-10-28 13:21:17.0789054,C:\Windows\prefetch\MAP_SETUP.TMP-C975978B.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MAP_SETUP.TMP-C975978B.pf,36082,A3EF550399C0FD79F832540C135419D8987B23CC,False,2021-05-22 09:26:42.4760225,2021-05-22 09:26:42.4760225,2021-10-28 13:02:41.3564386,00:00:00.0153444
2021-10-28 13:21:17.0789054,C:\Windows\prefetch\MD5SUM.EXE-5D52ED74.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MD5SUM.EXE-5D52ED74.pf,2744,309BABA9600CC6D00A0EEF119EC08A91DE591FBE,False,2021-05-22 09:23:05.1797982,2021-05-22 09:25:24.6951845,2021-10-28 13:02:41.3564386,00:00:00
2021-10-28 13:21:17.0947908,C:\Windows\prefetch\MICROSOFTEDGE.EXE-0F2B3493.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MICROSOFTEDGE.EXE-0F2B3493.pf,53285,FE2192D22EA8E72C6BB8DDBF3A52203FB058947A,False,2019-03-19 13:01:56.5402158,2021-05-22 20:55:25.9554537,2021-10-28 13:02:41.3564386,00:00:00
2021-10-28 13:21:17.1101682,C:\Windows\prefetch\MICROSOFTEDGECP.EXE-1FF23A10.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MICROSOFTEDGECP.EXE-1FF23A10.pf,53093,BDEF82F258421D3DC12DF96835AD1CA468094C69,False,2021-05-22 20:36:10.7844094,2021-05-22 21:09:07.7804005,2021-10-28 13:02:41.3564386,00:00:00
2021-10-28 13:21:17.1260547,C:\Windows\prefetch\MKDIR.EXE-F4C4CB50.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MKDIR.EXE-F4C4CB50.pf,2520,14B46C352A28E155801332A64F33A82FA8C5927B,False,2021-05-22 09:23:06.8200818,2021-05-22 09:23:08.3199470,2021-10-28 13:02:41.3564386,00:00:00.0158865
2021-10-28 13:21:17.1571188,C:\Windows\prefetch\MMC.EXE-324B88B9.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MMC.EXE-324B88B9.pf,25141,A9982454227BE333C82FD290E1C64DDE3713519A,False,2021-05-22 20:47:46.4328644,2021-05-22 20:47:46.4328644,2021-10-28 13:02:41.3723174,00:00:00.0156930
2021-10-28 13:21:17.1726992,C:\Windows\prefetch\MMC.EXE-5DB62AE1.pf,C:\Users\IEUser\Desktop\kape_target\C\Windows\prefetch\MMC.EXE-5DB62AE1.pf,14990,98B5C137E214AC747B274CDC64FC6252A1231EA2,False,2021-05-22 20:55:37.2817048,2021-05-22 20:55:37.2817048,2021-10-28 13:02:41.3723174,00:00:00.0155804
